	TENATOPRAZOLE	DANAZOL	PANTOPRAZOLE	ARTEMISININ	OMEPRAZOLE	MELPHALAN	BISACODYL	DIACETAMATE	ENTACAPONE	TINIDAZOLE	NITRENDIPINE	PHENAZOPYRIDINE	SULFASALAZINE	RISPERIDONE	PALIPERIDONE	TACROLIMUS	CARVEDILOL	PIDOTIMOD	IDEBENONE	METHOXSALEN	LEVAMISOLE	LOVASTATIN	MEVASTATIN	PERICYAZINE	FINASTERIDE	BETAMETHASONE VALERATE	NORGESTIMATE	CAPECITABINE	CARBETAPENTANE CITRATE	ITRACONAZOLE	DULOXETINE	MEFLOQUINE	DICYCLOMINE	PIMOZIDE	PACLITAXEL	REPAGLINIDE	INDOMETHACIN	RAMIPRIL	EZETIMIBE	CELECOXIB	BENZBROMARONE	RANITIDINE	ZIPRASIDONE MESYLATE	NAFRONYL OXALATE	PHENYTOIN SODIUM	PENBUTOLOL SULFATE	CHLORMEZANONE	BUPROPION	AMANTADINE	METITEPINE MALEATE	TRIMETAZIDINE DIHYDROCHLORIDE	BICALUTAMIDE	TRANILAST	SULPIRIDE	ETHOXZOLAMIDE	METHYSERGIDE MALEATE	RIZATRIPTAN BENZOATE	BIPERIDEN	IMATINIB	VERAPAMIL	CAMYLOFINE DIHYDROCHLORIDE	ACECAINIDE	LOFEXIDINE	METOPROLOL TARTRATE	IRSOGLADINE MALEATE	MEMANTINE	ALPRENOLOL	DIPHENYLPYRALINE	ALFUZOSIN	PAPAVERINE	OXCARBAZEPINE	METHSUXIMIDE	PAROXETINE	ESZOPICLONE	ANAGRELIDE	ETHOPROPAZINE	DIPYRIDAMOLE	DOXAZOSIN MESYLATE	TRIHEXYPHENIDYL	METHYLPHENIDATE	FLUVOXAMINE MALEATE	THIOTHIXENE	CYCLOBENZAPRINE	BENZTHIAZIDE	NEVIRAPINE	VINPOCETINE	ANASTROZOLE	SILDENAFIL CITRATE	CLEMIZOLE	ORPHENADRINE CITRATE	ENALAPRIL MALEATE	CYCLOPHOSPHAMIDE	NOSCAPINE	ZIDOVUDINE [AZT]	SUMATRIPTAN SUCCINATE	TADALAFIL	GLICLAZIDE	BEZAFIBRATE	WARFARIN	NAPROXEN(+)	PROCARBAZINE	NAFTOPIDIL	OLANZAPINE	FLUCONAZOLE	CLONIDINE	NEOSTIGMINE BROMIDE	CIMETIDINE	FEBUXOSTAT	COLCHICINE	KETOROLAC TROMETHAMINE	METAXALONE	ZALEPLON	MIFEPRISTONE	OXYBUTYNIN CHLORIDE	RITONAVIR	DROSPIRENONE	BUDESONIDE	GLIPIZIDE	SULFINPYRAZONE	ETODOLAC	NATEGLINIDE	VORICONAZOLE	VALSARTAN	LOSARTAN	IRBESARTAN	REBAMIPIDE	NIZATIDINE	ERGONOVINE MALEATE	DASATINIB	PRIMAQUINE PHOSPHATE	NICERGOLINE	DEXAMETHASONE	ERGOTAMINE TARTRATE	NALOXONE	FENSPIRIDE	GALANTAMINE	SOTALOL	BETAMETHASONE ACETATE	DIGOXIN	DIGITOXIN	CLOPIDOGREL SULFATE	RILUZOLE	MEBENDAZOLE	RAMELTEON	CYPROTERONE ACETATE	OXAPROZIN	BENAZEPRIL	GRISEOFULVIN	TRANDOLAPRIL	QUINAPRIL	CETIRIZINE	CARISOPRODOL	TOLAZAMIDE	PRANOPROFEN	FAMPROFAZONE	TELMISARTAN	CLEMASTINE FUMARATE	LOPERAMIDE	MEGESTROL ACETATE	TRIMEBUTINE MALEATE	FENOFIBRATE	FLUPHENAZINE	DILTIAZEM	LEVONORGESTREL	DEFLAZACORT	DIFLORASONE DIACETATE	LINAGLIPTIN	OLMESARTAN MEDOXOMIL	FLUOXETINE	MYCOPHENOLATE MOFETIL	BROMOCRIPTINE MESYLATE	RACECADOTRIL	ROXATIDINE ACETATE	FAMCICLOVIR	VILAZODONE	NORETHINDRONE ACETATE
METAXALONE	0.552847046	0.556638996	0.553276996	0.437103503	0.55738308	0.708220849	0.603717146	0.856319294	0.804718844	0.392431514	0.725751718	0.498382348	0.550998765	0.591690511	0.590089675	0.47471818	0.600905298	0.497486638	0.454792294	0.810023567	0.615819425	0.465399334	0.465446552	0.564417422	0.496178267	0.426008494	0.458580884	0.46300471	0.759024908	0.81957592	0.913010627	0.569873542	0.494477219	0.615427659	0.78118597	0.826480633	0.590048621	0.708663972	0.793948526	0.534471231	0.798585011	0.875452545	0.50728123	0.768251655	0.657537431	0.933584733	0.635635766	0.673626293	0.464437439	0.621634365	0.885271334	0.571281775	0.844704497	0.864268543	0.619561311	0.493515415	0.516846302	0.791367497	0.46320901	0.894626531	0.737227107	0.66402677	0.897436334	0.939613025	0.494916954	0.4617461	0.934951173	0.850349345	0.599673409	0.603470228	0.63557488	0.678879484	0.88054479	0.408712981	0.543523694	0.580855822	0.425166274	0.591562283	0.799452095	0.753397381	0.769751264	0.628536654	0.703624184	0.548251778	0.459501732	0.535402959	0.577646253	0.842348859	0.496311887	0.852051487	0.725018614	0.467504844	0.815032464	0.474467225	0.520783623	0.585669712	0.620782796	0.864929079	0.832198226	0.850548188	0.667657763	0.864366277	0.55950314	0.564044106	0.549341074	0.842874116	0.406268138	0.6132569	0.872623133	0.579603828	1	0.495438077	0.592456723	0.790231219	0.42556031	0.440404638	0.413207839	0.454320254	0.586440155	0.570787138	0.736378429	0.543890181	0.596231483	0.526144625	0.578300406	0.679154108	0.396860497	0.488904516	0.403460836	0.580313537	0.504109213	0.427485656	0.441281891	0.820742398	0.72339011	0.887689037	0.79011661	0.425251744	0.394113801	0.394816347	0.664174581	0.614559491	0.49687823	0.948560298	0.4314342	0.587760407	0.722247198	0.791730898	0.723997402	0.729936046	0.712679793	0.48354942	0.629377201	0.591885433	0.638486483	0.49117985	0.831570469	0.773516505	0.447469353	0.83004443	0.83792307	0.57877133	0.840363157	0.47443507	0.443668284	0.422501871	0.448905441	0.516472798	0.927885743	0.797762244	0.436972794	0.80226648	0.947413919	0.411022085	0.527267854	0.45073125
ZALEPLON	0.69685425	0.456187073	0.661281169	0.31406942	0.686579421	0.647436456	0.709373245	0.546211435	0.560676323	0.752875305	0.579717444	0.895769004	0.748196472	0.627302295	0.615036456	0.266902987	0.703885385	0.484629201	0.327287765	0.346213723	0.735064031	0.29594246	0.296081884	0.699572081	0.421932856	0.266490103	0.341601555	0.448530729	0.544809274	0.579064323	0.474755853	0.806651482	0.417331596	0.758960509	0.410290415	0.526764949	0.703919966	0.555719778	0.597726312	0.874164546	0.330291244	0.499986473	0.826705984	0.549651263	0.689355738	0.500988943	0.637249987	0.62061305	0.430263438	0.710081305	0.446566589	0.677117518	0.513803271	0.460010547	0.639128287	0.846490585	0.943514895	0.576943202	0.929937239	0.460338673	0.578931805	0.683730623	0.528016491	0.519725817	0.88727161	0.427214442	0.52858688	0.559813039	0.639460334	0.695078863	0.706514892	0.662937877	0.444376825	0.875916872	0.767034621	0.742204123	0.8478667	0.633161932	0.569878654	0.588066057	0.61239066	0.681759288	0.666287083	0.695579364	0.919480162	0.819717478	0.858160389	0.450901422	0.897959782	0.558120011	0.578277552	0.445325965	0.376842919	0.446984739	0.900498746	0.67906772	0.648276045	0.42357068	0.370722171	0.384047082	0.657363104	0.563821602	0.784377889	0.881235753	0.778923455	0.557670337	0.7644812	0.66220455	0.40668573	0.764015969	0.495438077	1	0.50647362	0.530774441	0.835314083	0.313863146	0.251370001	0.883097259	0.708173604	0.767204134	0.603949113	0.917975777	0.738333928	0.826893816	0.758443924	0.641091535	0.730251807	0.849032136	0.885031253	0.707438364	0.766437699	0.286189539	0.793478655	0.382628696	0.62669549	0.447761419	0.635173179	0.269698431	0.241215927	0.242813054	0.574758118	0.635103741	0.891273477	0.458574873	0.306898847	0.731659042	0.621671273	0.332721809	0.56520007	0.597185545	0.595345733	0.445294089	0.648647119	0.703026114	0.718600789	0.881488618	0.535703206	0.52887641	0.312576101	0.387702986	0.383608733	0.718132147	0.545706912	0.34771964	0.250395516	0.26329444	0.921619158	0.811776888	0.503944197	0.344648889	0.771524136	0.556204966	0.499164151	0.812448861	0.693061196	0.326114886
MIFEPRISTONE	0.360010429	0.942377626	0.339310331	0.721499486	0.360101236	0.787164704	0.458794756	0.578112675	0.617175256	0.545992992	0.820540988	0.568535527	0.460417555	0.597988042	0.590585334	0.699340736	0.443184795	0.753375466	0.742895003	0.576038335	0.682256307	0.721570004	0.721562016	0.63803836	0.819951702	0.721314628	0.795201816	0.707978981	0.801601353	0.524685633	0.586096773	0.493376216	0.770642706	0.706195276	0.694865364	0.63325857	0.473193435	0.78546227	0.673954475	0.534782987	0.566555797	0.549575436	0.598918607	0.778316613	0.768241139	0.590130459	0.723034606	0.801466677	0.758648296	0.679071963	0.569772615	0.673882916	0.622561482	0.561380472	0.416771725	0.473276367	0.514657571	0.713516003	0.489949323	0.597421831	0.799963929	0.780174097	0.569465962	0.603176809	0.566461691	0.768690658	0.587768173	0.693211172	0.390130294	0.441948701	0.767476254	0.769335322	0.581245666	0.465116409	0.655339331	0.664125207	0.53470083	0.387809868	0.726676922	0.793873582	0.728029463	0.678470731	0.726182992	0.652852824	0.493460982	0.485990136	0.564856379	0.549415211	0.559617141	0.699132519	0.782396798	0.733492286	0.579312184	0.704987327	0.510904714	0.432667062	0.682686336	0.607896029	0.599117793	0.604108411	0.799075934	0.557227367	0.636363365	0.53579876	0.646938603	0.584968788	0.562455863	0.442467075	0.557619014	0.517547049	0.592456723	0.50647362	1	0.773424329	0.447707009	0.761251434	0.699842363	0.480621031	0.697299578	0.483239259	0.793565315	0.519736597	0.64214012	0.554999848	0.621667766	0.770154357	0.567296282	0.469004663	0.461006736	0.415924591	0.436329405	0.735163097	0.424272952	0.559700833	0.750375403	0.569262327	0.724214785	0.722915328	0.679627637	0.681692109	0.744480255	0.401920745	0.531799622	0.58643353	0.754828856	0.493235794	0.775498896	0.563460187	0.785644524	0.768077265	0.733223934	0.751905812	0.693378949	0.457360696	0.74360332	0.506955983	0.680281292	0.72836855	0.759559319	0.600709251	0.595020701	0.645186076	0.65762839	0.802957777	0.711938047	0.718825735	0.502198152	0.536237267	0.626632105	0.570152739	0.416398628	0.747269686	0.604294037	0.537238631	0.408113805	0.776122118
OXYBUTYNIN CHLORIDE	0.461196932	0.739129854	0.449685303	0.615724079	0.462825698	0.820245498	0.5317758	0.724282843	0.734621824	0.490671321	0.84669799	0.566113878	0.504302031	0.597108775	0.593040657	0.630005671	0.530359391	0.672768685	0.622515868	0.722598978	0.727572178	0.627597419	0.627583856	0.659796876	0.687258443	0.595311227	0.643535573	0.623550067	0.950021065	0.685107267	0.801421278	0.550615932	0.675120351	0.712113122	0.825074543	0.753694072	0.534253822	0.853225228	0.773918216	0.569176451	0.712037746	0.719285439	0.585471763	0.93069018	0.793945853	0.795943841	0.77491432	0.829632449	0.653830117	0.731681144	0.758975406	0.677309259	0.750579832	0.737069696	0.512908132	0.500561697	0.547142424	0.901736988	0.495121257	0.791611093	0.88902884	0.783354555	0.774997703	0.802016415	0.564885418	0.650764164	0.790770513	0.904474406	0.50118855	0.52432533	0.745828979	0.824950256	0.78470524	0.450171754	0.649171553	0.681919435	0.50245991	0.49505012	0.917591407	0.922006814	0.880930268	0.743877633	0.827011359	0.667236634	0.494587524	0.526521627	0.628034138	0.725536924	0.557202817	0.911026273	0.861234038	0.645928243	0.734552591	0.631558796	0.545164613	0.511864703	0.754442269	0.756882842	0.748548287	0.767115606	0.811225512	0.726253707	0.650246968	0.599745916	0.652348526	0.725898233	0.508840529	0.522633616	0.744518142	0.555790897	0.790231219	0.530774441	0.773424329	1	0.448868377	0.623992406	0.583727081	0.483059676	0.697004248	0.537987316	0.888028044	0.573904788	0.679182996	0.580945518	0.655457046	0.783159145	0.505858059	0.499430334	0.449329092	0.501745174	0.477863441	0.598568885	0.446664643	0.72774867	0.867456989	0.758970801	0.845244425	0.594891981	0.569813286	0.570584368	0.809750302	0.503834411	0.533000232	0.789086509	0.607001367	0.544638087	0.826244732	0.699573838	0.860268115	0.855805239	0.842533986	0.660407785	0.762943773	0.521985217	0.748200023	0.514627221	0.899085961	0.919691844	0.624071921	0.75379627	0.739555052	0.670517018	0.786844545	0.653813686	0.606405897	0.591840451	0.495329913	0.56399006	0.837881711	0.719677299	0.440714527	0.903214491	0.787315582	0.496024183	0.466773557	0.632961925
RITONAVIR	0.679458687	0.397168086	0.651405269	0.231214606	0.677841933	0.587410063	0.720539122	0.506603296	0.538029995	0.676731567	0.528399245	0.801063778	0.770009329	0.625339721	0.61571349	0.188471507	0.7137575	0.387151577	0.249575472	0.288656504	0.62897	0.216587224	0.21660906	0.663766057	0.33862008	0.195087683	0.27230889	0.354979106	0.461142221	0.533838218	0.397096853	0.816042644	0.327126227	0.697899172	0.348975285	0.490984811	0.718277132	0.468323473	0.56615322	0.843282958	0.266036178	0.448902955	0.762205156	0.459029895	0.588858255	0.426145158	0.544626901	0.533397849	0.339683144	0.6262308	0.392093366	0.644978092	0.476486574	0.400180744	0.63234465	0.902161868	0.849408853	0.49209739	0.867349312	0.40153363	0.502968895	0.617483786	0.443627305	0.45036232	0.779089391	0.338286764	0.456331376	0.47806908	0.633365611	0.706407237	0.647187761	0.561195634	0.378075358	0.867309193	0.667008247	0.681289705	0.770043322	0.637344664	0.488242691	0.503196252	0.513633328	0.595224871	0.565432807	0.613048347	0.885930161	0.846338506	0.713183848	0.38874753	0.802239766	0.470811339	0.493189092	0.349458374	0.325784762	0.351537404	0.867855478	0.696107571	0.538882101	0.369114936	0.306895217	0.315620407	0.574042902	0.513129312	0.719411809	0.732892629	0.672169781	0.522694571	0.684992117	0.666003697	0.351628349	0.766340174	0.42556031	0.835314083	0.447707009	0.448868377	1	0.239381863	0.178921394	0.944306634	0.658516665	0.785205933	0.513047207	0.767676679	0.602462064	0.682275693	0.61877764	0.583789824	0.651061359	0.892064251	0.878402304	0.717579751	0.820707117	0.217918983	0.889376165	0.328353757	0.529510745	0.388920702	0.577449937	0.198288325	0.165834541	0.168326413	0.488554122	0.624128124	0.824370501	0.388942379	0.236192164	0.742158953	0.557093687	0.2790929	0.479479154	0.51706145	0.511432219	0.351704962	0.546341924	0.719785897	0.656207124	0.823472458	0.446635673	0.442742973	0.238187742	0.334486537	0.326985673	0.680700378	0.495952651	0.27824162	0.179534354	0.192001789	0.856424315	0.670202393	0.430458865	0.289111997	0.862595406	0.471695811	0.439109367	0.736252837	0.736344636	0.253503847
DROSPIRENONE	0.156993257	0.812782582	0.135154077	0.915892251	0.154796338	0.564208799	0.244929481	0.384262373	0.409532134	0.414515571	0.602380908	0.377514278	0.250042557	0.383868642	0.378152896	0.864808087	0.22837478	0.763755158	0.907128283	0.471444214	0.504824525	0.89760995	0.897633065	0.438720805	0.879422147	0.923213379	0.940863027	0.754999973	0.646208566	0.340655642	0.449785255	0.274517898	0.84781516	0.490807496	0.58681907	0.44111892	0.252155727	0.629375753	0.460266439	0.322354407	0.475606491	0.370159394	0.394925014	0.635786181	0.582464537	0.447820527	0.551394167	0.60645922	0.820818031	0.49597782	0.421408555	0.465303007	0.434532663	0.39672982	0.204229809	0.257391322	0.311361843	0.557282017	0.291992655	0.451221715	0.61294095	0.557894232	0.425415035	0.448409024	0.377024767	0.835530578	0.431355781	0.534162423	0.183685803	0.22879882	0.54225354	0.593240845	0.447378191	0.277268248	0.469963122	0.464168518	0.368963539	0.180019215	0.563314722	0.615205276	0.576342102	0.505349823	0.557192851	0.474333426	0.29714853	0.2664065	0.388175636	0.387411872	0.362375812	0.548765454	0.616673835	0.78570306	0.459055755	0.749585396	0.300164878	0.216228501	0.538702075	0.46257934	0.49252761	0.49969726	0.592020014	0.37747262	0.437391745	0.356902677	0.465366958	0.385934843	0.424972934	0.226266943	0.422387496	0.295805682	0.440404638	0.313863146	0.761251434	0.623992406	0.239381863	1	0.913092951	0.276034511	0.486947034	0.261679713	0.614895532	0.334975933	0.481463398	0.383757933	0.459735325	0.548019521	0.443878208	0.25376454	0.266952635	0.203616084	0.215869969	0.924496083	0.207672051	0.442750654	0.583717761	0.430147125	0.515850377	0.924559595	0.898781178	0.899928901	0.578753689	0.191284361	0.327708884	0.447406289	0.943033967	0.271440876	0.565296786	0.454965412	0.622022273	0.582996114	0.560140753	0.802901466	0.539775738	0.24242625	0.524542405	0.302919415	0.536170775	0.582514773	0.945672901	0.478277134	0.46946919	0.44202788	0.466511761	0.943068677	0.890203994	0.921764971	0.309818082	0.367342477	0.478167319	0.468194714	0.198594802	0.581834104	0.439282236	0.383791204	0.188988945	0.95019435
BUDESONIDE	0.108761417	0.752525568	0.0891157	0.895435967	0.107774015	0.50652394	0.198634141	0.348665992	0.370251468	0.351367586	0.551773868	0.310249302	0.200099298	0.339010722	0.3349579	0.909429404	0.182660896	0.706995925	0.889690809	0.467142993	0.438019883	0.912129072	0.912119912	0.371882869	0.808133604	0.940551347	0.876712376	0.714434476	0.600809175	0.308113515	0.422716537	0.220649835	0.796290428	0.425106388	0.575973182	0.409836086	0.204271783	0.579818334	0.418706779	0.259307524	0.472503357	0.335956202	0.325004192	0.592596194	0.518131147	0.422340038	0.484899082	0.541608781	0.757990555	0.430548945	0.401002094	0.397449257	0.404003466	0.366503724	0.157190167	0.199305526	0.249099657	0.514183406	0.229056913	0.428550265	0.560704255	0.494234637	0.394054196	0.419112172	0.308634187	0.770469492	0.40165869	0.4947521	0.142553592	0.183871984	0.477560448	0.530853282	0.427063124	0.214418624	0.398184784	0.395962214	0.303710474	0.139364257	0.518897097	0.56294297	0.527738554	0.441143839	0.4986959	0.402114513	0.234414532	0.210771546	0.327049357	0.356753054	0.295113402	0.510303068	0.566322702	0.731611135	0.451891811	0.711788761	0.23868378	0.171544557	0.474781594	0.443424295	0.483579034	0.489477672	0.526794534	0.34588893	0.368907566	0.297113658	0.394397305	0.348601316	0.359628406	0.179202739	0.406803046	0.242682659	0.413207839	0.251370001	0.699842363	0.583727081	0.178921394	0.913092951	1	0.214532978	0.417976593	0.209772829	0.560856875	0.274805989	0.421013628	0.321873702	0.398632554	0.48896174	0.379857978	0.19491795	0.201750788	0.157109562	0.162876405	0.93894872	0.150300446	0.435574411	0.528263546	0.412253039	0.466898631	0.939446777	0.934415687	0.934261323	0.516950369	0.143942455	0.264001938	0.424778051	0.900095295	0.221159621	0.511613816	0.450587486	0.573437812	0.530583695	0.505772464	0.750541997	0.475149062	0.19563533	0.459087607	0.241181724	0.49686541	0.538588718	0.910026099	0.469269001	0.456892108	0.376278133	0.430586685	0.888810496	0.936044176	0.939715154	0.245773182	0.306805186	0.448912928	0.466368728	0.14196955	0.538639006	0.410921475	0.319268401	0.141618487	0.896081444
GLIPIZIDE	0.69027318	0.430142685	0.657121348	0.270128441	0.684606659	0.619024392	0.727716283	0.527889261	0.554870895	0.719966558	0.557676316	0.849824511	0.781698018	0.636971824	0.625342839	0.225177347	0.714154152	0.430979334	0.288293761	0.314808709	0.670744638	0.254881478	0.254936042	0.686925452	0.378227165	0.231170352	0.307916552	0.398410984	0.497131856	0.552305735	0.42686683	0.821005516	0.368647754	0.7319858	0.375734224	0.510859329	0.721597458	0.505932252	0.586241108	0.866349519	0.295187338	0.472776618	0.79957751	0.497063558	0.631015146	0.455011802	0.582424601	0.570989058	0.380955972	0.661889656	0.413698553	0.667621401	0.497446714	0.425495467	0.644918343	0.896726425	0.887280711	0.52464108	0.914970071	0.425335456	0.537514682	0.651717238	0.475554451	0.478555178	0.827386399	0.379535879	0.484154917	0.510340958	0.634512641	0.710208748	0.681183356	0.602593812	0.402936728	0.906071057	0.710384362	0.713085826	0.816281725	0.63531351	0.520721552	0.539351579	0.553481761	0.630692492	0.605253407	0.648711533	0.939365977	0.848024385	0.758026941	0.414289121	0.848973318	0.50569103	0.531033194	0.392667692	0.34773693	0.395247354	0.892096624	0.694493189	0.579155853	0.395204474	0.336065418	0.345808514	0.61168673	0.534202436	0.753574873	0.7767731	0.716632718	0.542640418	0.728945146	0.676248206	0.374020901	0.779476801	0.454320254	0.883097259	0.480621031	0.483059676	0.944306634	0.276034511	0.214532978	1	0.68744974	0.787632692	0.551480908	0.811500793	0.649650341	0.729997438	0.666475198	0.614600787	0.694484315	0.886491298	0.910164803	0.720175665	0.808585762	0.25299728	0.857143824	0.350491533	0.567980809	0.41225059	0.605422335	0.234337141	0.20184781	0.204139111	0.524865656	0.637407896	0.867351923	0.417022205	0.273237717	0.74968228	0.589370583	0.304448437	0.516768463	0.552044463	0.545480831	0.39448861	0.585470569	0.726928286	0.689808518	0.861575872	0.48025288	0.475786172	0.275451978	0.358085082	0.353819533	0.704700402	0.521299682	0.314017163	0.214393077	0.228099829	0.904465416	0.716624527	0.459519657	0.313357598	0.829898929	0.507485342	0.465220825	0.780925521	0.727447188	0.290186152
SULFINPYRAZONE	0.531063084	0.643403163	0.507107079	0.468991772	0.528168516	0.833267825	0.596492484	0.62318199	0.669568297	0.645408179	0.769582046	0.78148908	0.60320268	0.629027673	0.617518844	0.42512613	0.59341501	0.601553844	0.473901011	0.46280847	0.865268522	0.449684082	0.449581446	0.91359555	0.583592874	0.435905117	0.520371273	0.536968832	0.717496855	0.587922001	0.583162454	0.680064357	0.556583125	0.919839903	0.552593783	0.623062246	0.610398104	0.718809496	0.709201643	0.778880135	0.446912132	0.594209465	0.828971345	0.700888919	0.832337441	0.581816035	0.851025821	0.824673507	0.575537682	0.889794972	0.548497893	0.94779913	0.612294066	0.573448583	0.56260675	0.679354684	0.732361163	0.720318206	0.68516474	0.573790795	0.76883804	0.874211167	0.596375698	0.608436678	0.778931397	0.572390972	0.604935018	0.696216367	0.525700107	0.580887366	0.872021744	0.81896484	0.55340312	0.64987541	0.85521177	0.940496589	0.691317205	0.523229296	0.7286794	0.766367943	0.737935626	0.863215383	0.810690638	0.892097477	0.690988387	0.676110133	0.749683895	0.566347157	0.768745988	0.686044949	0.738659677	0.566873083	0.487454693	0.534683523	0.737001225	0.570749896	0.79843659	0.539169759	0.489193289	0.500690816	0.849961585	0.602123247	0.905252496	0.720262399	0.853529098	0.639927413	0.675471672	0.580734918	0.515664034	0.665586916	0.586440155	0.708173604	0.697299578	0.697004248	0.658516665	0.486947034	0.417976593	0.68744974	1	0.650682224	0.765311954	0.710754847	0.725786819	0.693059579	0.720095301	0.824461734	0.65528959	0.68304932	0.669330381	0.571212791	0.615297938	0.44757766	0.632285227	0.4811019	0.788182744	0.53680019	0.783988247	0.436983234	0.410590425	0.412452462	0.798108284	0.553687812	0.717664694	0.560861131	0.477362513	0.635895918	0.790679845	0.450485867	0.720992266	0.769132588	0.786153699	0.567562935	0.820077975	0.592141976	0.917763214	0.684343516	0.681490789	0.70723151	0.481159419	0.503515413	0.501171063	0.92214958	0.656617605	0.517326991	0.422399928	0.433478909	0.694003902	0.666274599	0.617409506	0.457030192	0.622215167	0.705968346	0.598570274	0.672786776	0.559068753	0.501072074
ETODOLAC	0.792120652	0.429974067	0.781381038	0.247642862	0.805119986	0.656762641	0.888489414	0.669824447	0.684774312	0.560312944	0.608965502	0.714165594	0.860662266	0.761324893	0.755256002	0.235658195	0.900692339	0.380398044	0.273211298	0.439816369	0.627854801	0.251356807	0.251449901	0.634696369	0.349715038	0.226826886	0.291780928	0.346362449	0.538816325	0.700242865	0.527315951	0.941314013	0.336060452	0.705326276	0.472282579	0.652673996	0.923979645	0.541786052	0.706451185	0.803946816	0.412812671	0.606165341	0.711154269	0.538728507	0.620850926	0.563070673	0.566979444	0.583942397	0.331229272	0.623382037	0.544445904	0.632340869	0.637679928	0.55781483	0.789406406	0.871949307	0.804427707	0.575954069	0.775859293	0.542070442	0.576954033	0.662851342	0.569437414	0.585465722	0.704971679	0.331764074	0.59642894	0.581375158	0.81967547	0.884677093	0.682812496	0.599077169	0.518339411	0.717410981	0.640315207	0.657297246	0.647909801	0.820204299	0.575613399	0.576939462	0.579474955	0.597101031	0.60472909	0.586917423	0.762645999	0.93189959	0.707018048	0.545165949	0.737048698	0.571230465	0.563440287	0.338887053	0.477971479	0.348660482	0.82945738	0.896337168	0.547250462	0.524054753	0.451889155	0.456216875	0.618503063	0.673235429	0.678069284	0.727300804	0.641066712	0.682289808	0.569630983	0.833393404	0.504233408	0.922653925	0.570787138	0.767204134	0.483239259	0.537987316	0.785205933	0.261679713	0.209772829	0.787632692	0.650682224	1	0.58534882	0.751410503	0.640004187	0.688999369	0.648680939	0.653962716	0.540065642	0.859577134	0.724262879	0.879584996	0.930278321	0.246474453	0.838595328	0.478243346	0.58549498	0.537505898	0.676054338	0.229555162	0.189334051	0.19132026	0.53499786	0.774362684	0.788902058	0.532822575	0.256358704	0.93294651	0.638458322	0.435006727	0.5584643	0.594762152	0.575984166	0.34919755	0.556480451	0.880109395	0.680965501	0.805864399	0.546022853	0.52879097	0.26381008	0.484717185	0.479982101	0.657333304	0.643950959	0.305134031	0.224416646	0.223394728	0.744152835	0.68476151	0.560352654	0.439487351	0.835379677	0.573071649	0.591640122	0.614508002	0.903963887	0.275187932
NATEGLINIDE	0.495137723	0.747412643	0.475945495	0.604256281	0.492866323	0.88746285	0.566018096	0.70809899	0.716172645	0.568759937	0.876835559	0.648116506	0.552344519	0.638745996	0.629369831	0.59465731	0.5573773	0.708052047	0.617573834	0.64476617	0.802151474	0.60761323	0.607638304	0.709882417	0.701064124	0.577182186	0.634412518	0.649787694	0.9231258	0.659959929	0.733538392	0.597938488	0.685981534	0.790801866	0.735588429	0.733162136	0.575898174	0.920940754	0.771609914	0.631549136	0.638021433	0.695512113	0.676566391	0.920593881	0.890703576	0.729896291	0.845936576	0.907664114	0.670007066	0.789075831	0.682339613	0.732902092	0.725849726	0.709137253	0.545821318	0.559261178	0.616259017	0.847339041	0.573225071	0.710670396	0.944897676	0.86504932	0.72680991	0.741313788	0.652295492	0.669592108	0.737002382	0.842921424	0.517205013	0.553004476	0.829191378	0.908377946	0.698171369	0.527882909	0.74524487	0.748363817	0.584768317	0.509017635	0.860512021	0.950928698	0.884548645	0.79089825	0.870886776	0.741952423	0.569226691	0.581445647	0.692278466	0.701828621	0.645052875	0.854935779	0.935686554	0.668428885	0.64984219	0.657554434	0.608830626	0.541297503	0.798259641	0.704556952	0.677262484	0.690729283	0.898222201	0.692571548	0.722132848	0.662106551	0.743122706	0.709935904	0.588610002	0.559245013	0.662485078	0.613969565	0.736378429	0.603949113	0.793565315	0.888028044	0.513047207	0.614895532	0.560856875	0.551480908	0.765311954	0.58534882	1	0.639168639	0.773462351	0.67175817	0.749116354	0.862765895	0.583030119	0.558047066	0.529544858	0.532741208	0.527840851	0.584100928	0.502221573	0.639891087	0.923437018	0.680661656	0.849019942	0.577623085	0.543895791	0.544901055	0.87343693	0.535925723	0.617812068	0.719933798	0.602058117	0.593638521	0.900263337	0.629529984	0.928482685	0.934635993	0.897582652	0.682605882	0.807593214	0.559830937	0.826544882	0.596638016	0.835292541	0.853735078	0.615051679	0.672228077	0.677748774	0.724051508	0.783126395	0.647120518	0.577072307	0.573882797	0.576175493	0.654054759	0.766371836	0.633943706	0.494040724	0.915802409	0.740314438	0.577014538	0.505224702	0.626383272
